model_1h,model_15m,ticker,total_trades,winning_trades,losing_trades,win_rate,total_pnl,total_pnl_pct,avg_win,avg_loss,profit_factor,max_drawdown_pct,sharpe_ratio
quad_ensemble_NGG6_60_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,39,22,17,56.41025641025641,3060.5989788746974,30.605989788746975,222.59327160664526,-108.02664685126467,2.6665817120041906,3.0523005449955067,6.775565384497374
quad_ensemble_NGG6_60_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,39,22,17,56.41025641025641,3060.5989788746974,30.605989788746975,222.59327160664526,-108.02664685126467,2.6665817120041906,3.0523005449955067,6.775565384497374
quad_ensemble_NGG6_60_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,39,22,17,56.41025641025641,3060.5989788746974,30.605989788746975,222.59327160664526,-108.02664685126467,2.6665817120041906,3.0523005449955067,6.775565384497374
quad_ensemble_NGG6_60_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,39,22,17,56.41025641025641,3060.5989788746974,30.605989788746975,222.59327160664526,-108.02664685126467,2.6665817120041906,3.0523005449955067,6.775565384497374
rf_NGG6_60_mtf_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,36,21,15,58.333333333333336,3044.6821113817205,30.446821113817208,223.36656134463513,-109.73437845704123,2.8497285014915352,3.3098234877572743,7.137713311699365
ensemble_NGG6_60_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,40,21,19,52.5,2787.4908660671954,27.874908660671956,226.1665373744563,-103.26349572612564,2.420734835198556,3.1218246307004214,6.023288133166101
ensemble_NGG6_60_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,40,21,19,52.5,2787.4908660671954,27.874908660671956,226.1665373744563,-103.26349572612564,2.420734835198556,3.1218246307004214,6.023288133166101
ensemble_NGG6_60_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,40,21,19,52.5,2787.4908660671954,27.874908660671956,226.1665373744563,-103.26349572612564,2.420734835198556,3.1218246307004214,6.023288133166101
ensemble_NGG6_60_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,40,21,19,52.5,2787.4908660671954,27.874908660671956,226.1665373744563,-103.26349572612564,2.420734835198556,3.1218246307004214,6.023288133166101
quad_ensemble_NGG6_60_mtf_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,41,22,19,53.65853658536586,2746.8988205104724,27.468988205104722,216.07337268105428,-105.61659886698519,2.368853226510428,4.698644755926261,5.860359249586776
quad_ensemble_NGG6_60_mtf_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,41,22,19,53.65853658536586,2746.8988205104724,27.468988205104722,216.07337268105428,-105.61659886698519,2.368853226510428,4.698644755926261,5.860359249586776
triple_ensemble_NGG6_60_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,31,18,13,58.06451612903226,2645.1110207889596,26.451110207889595,223.34988688617085,-105.78361101247076,2.9234555955765247,2.66346358903733,7.288829336678306
triple_ensemble_NGG6_60_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,31,18,13,58.06451612903226,2645.1110207889596,26.451110207889595,223.34988688617085,-105.78361101247076,2.9234555955765247,2.66346358903733,7.288829336678306
quad_ensemble_NGG6_60_mtf_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,39,21,18,53.84615384615385,2619.4081085682155,26.194081085682154,218.89659688959398,-109.85669033962536,2.3246591741326488,4.60739743630619,5.695326745141158
quad_ensemble_NGG6_60_mtf_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,39,21,18,53.84615384615385,2619.4081085682155,26.194081085682154,218.89659688959398,-109.85669033962536,2.3246591741326488,4.60739743630619,5.695326745141158
quad_ensemble_NGG6_60_mtf_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,39,21,18,53.84615384615385,2605.2394370176808,26.052394370176806,218.1989173680594,-109.82987931730918,2.3178155632913438,4.61326163757097,5.672112212519612
quad_ensemble_NGG6_60_mtf_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,39,21,18,53.84615384615385,2605.239435424086,26.05239435424086,218.19891726059407,-109.8298792804662,2.3178155629273167,4.6132616382407425,5.672112210563697
quad_ensemble_NGG6_60_mtf_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,39,21,18,53.84615384615385,2584.58323866492,25.8458323866492,217.68661969934394,-110.37976527896126,2.3008539866045083,4.621837723709382,5.626471023984882
quad_ensemble_NGG6_60_mtf_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,39,21,18,53.84615384615385,2584.58323866492,25.8458323866492,217.68661969934394,-110.37976527896126,2.3008539866045083,4.621837723709382,5.626471023984882
rf_NGG6_60_mtf_1h.pkl,quad_ensemble_NGG6_15_mtf_15min.pkl,NGG6,35,19,16,54.285714285714285,2577.8508187955777,25.77850818795578,230.28820701757,-112.35156965864083,2.434031377258398,3.387549822624446,6.031604713329467
ensemble_NGG6_60_mtf_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,40,21,19,52.5,2573.7929924804666,25.737929924804664,218.729870984832,-106.29127885268446,2.274448765130255,4.60739743630619,5.516153220306503
ensemble_NGG6_60_mtf_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,40,21,19,52.5,2573.7929924804666,25.737929924804664,218.729870984832,-106.29127885268446,2.274448765130255,4.60739743630619,5.516153220306503
ensemble_NGG6_60_mtf_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,40,21,19,52.5,2573.7929924804666,25.737929924804664,218.729870984832,-106.29127885268446,2.274448765130255,4.60739743630619,5.516153220306503
ensemble_NGG6_60_mtf_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,40,21,19,52.5,2573.7929924804666,25.737929924804664,218.729870984832,-106.29127885268446,2.274448765130255,4.60739743630619,5.516153220306503
ensemble_NGG6_60_mtf_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,40,21,19,52.5,2573.7929924804666,25.737929924804664,218.729870984832,-106.29127885268446,2.274448765130255,4.60739743630619,5.516153220306503
ensemble_NGG6_60_mtf_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,40,21,19,52.5,2573.7929924804666,25.737929924804664,218.729870984832,-106.29127885268446,2.274448765130255,4.60739743630619,5.516153220306503
ensemble_NGG6_60_mtf_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,40,21,19,52.5,2573.7929924804666,25.737929924804664,218.729870984832,-106.29127885268446,2.274448765130255,4.60739743630619,5.516153220306503
ensemble_NGG6_60_mtf_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,40,21,19,52.5,2573.7929924804666,25.737929924804664,218.729870984832,-106.29127885268446,2.274448765130255,4.60739743630619,5.516153220306503
quad_ensemble_NGG6_60_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,38,20,18,52.63157894736842,2523.5251701649195,25.235251701649197,225.51804725931112,-110.37976527896126,2.2701226754072628,4.621837723709382,5.565428987930671
quad_ensemble_NGG6_60_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,38,20,18,52.63157894736842,2523.5251701649195,25.235251701649197,225.51804725931112,-110.37976527896126,2.2701226754072628,4.621837723709382,5.565428987930671
quad_ensemble_NGG6_60_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,38,20,18,52.63157894736842,2523.5251701649195,25.235251701649197,225.51804725931112,-110.37976527896126,2.2701226754072628,4.621837723709382,5.565428987930671
quad_ensemble_NGG6_60_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,38,20,18,52.63157894736842,2523.5251701649195,25.235251701649197,225.51804725931112,-110.37976527896126,2.2701226754072628,4.621837723709382,5.565428987930671
quad_ensemble_NGG6_60_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,38,20,18,52.63157894736842,2523.5251701649195,25.235251701649197,225.51804725931112,-110.37976527896126,2.2701226754072628,4.621837723709382,5.565428987930671
quad_ensemble_NGG6_60_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,38,20,18,52.63157894736842,2523.5251701649195,25.235251701649197,225.51804725931112,-110.37976527896126,2.2701226754072628,4.621837723709382,5.565428987930671
quad_ensemble_NGG6_60_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,38,20,18,52.63157894736842,2523.5251701649195,25.235251701649197,225.51804725931112,-110.37976527896126,2.2701226754072628,4.621837723709382,5.565428987930671
quad_ensemble_NGG6_60_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,38,20,18,52.63157894736842,2523.5251701649195,25.235251701649197,225.51804725931112,-110.37976527896126,2.2701226754072628,4.621837723709382,5.565428987930671
ensemble_NGG6_60_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,39,20,19,51.28205128205128,2516.236167980469,25.16236167980469,226.78852330907367,-106.29127885268446,2.245948717098751,4.60739743630619,5.454321400407314
ensemble_NGG6_60_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,39,20,19,51.28205128205128,2516.236167980469,25.16236167980469,226.78852330907367,-106.29127885268446,2.245948717098751,4.60739743630619,5.454321400407314
ensemble_NGG6_60_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,39,20,19,51.28205128205128,2516.236167980469,25.16236167980469,226.78852330907367,-106.29127885268446,2.245948717098751,4.60739743630619,5.454321400407314
ensemble_NGG6_60_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,39,20,19,51.28205128205128,2516.236167980469,25.16236167980469,226.78852330907367,-106.29127885268446,2.245948717098751,4.60739743630619,5.454321400407314
ensemble_NGG6_60_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,39,20,19,51.28205128205128,2516.236167980469,25.16236167980469,226.78852330907367,-106.29127885268446,2.245948717098751,4.60739743630619,5.454321400407314
ensemble_NGG6_60_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,39,20,19,51.28205128205128,2516.236167980469,25.16236167980469,226.78852330907367,-106.29127885268446,2.245948717098751,4.60739743630619,5.454321400407314
ensemble_NGG6_60_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,39,20,19,51.28205128205128,2516.236167980469,25.16236167980469,226.78852330907367,-106.29127885268446,2.245948717098751,4.60739743630619,5.454321400407314
ensemble_NGG6_60_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,39,20,19,51.28205128205128,2516.236167980469,25.16236167980469,226.78852330907367,-106.29127885268446,2.245948717098751,4.60739743630619,5.454321400407314
rf_NGG6_60_mtf_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,34,19,15,55.88235294117647,2472.7706499218402,24.727706499218403,214.82568799029613,-107.26116145958572,2.5369158269237038,3.4737377911219793,6.292020094087568
ensemble_NGG6_60_mtf_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,42,21,21,50.0,2467.3439957029696,24.673439957029693,219.02918078574186,-101.53660956179077,2.1571449128646565,4.812225537962977,5.161471003389843
ensemble_NGG6_60_mtf_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,42,21,21,50.0,2467.3439957029696,24.673439957029693,219.02918078574186,-101.53660956179077,2.1571449128646565,4.812225537962977,5.161471003389843
ensemble_NGG6_60_mtf_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,42,21,21,50.0,2467.3439957029696,24.673439957029693,219.02918078574186,-101.53660956179077,2.1571449128646565,4.812225537962977,5.161471003389843
ensemble_NGG6_60_mtf_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,42,21,21,50.0,2467.3439957029696,24.673439957029693,219.02918078574186,-101.53660956179077,2.1571449128646565,4.812225537962977,5.161471003389843
rf_NGG6_60_mtf_1h.pkl,rf_NGG6_15_mtf_15min.pkl,NGG6,38,20,18,52.63157894736842,2442.8673400361113,24.428673400361113,223.7085176191249,-112.85016735257653,2.2026109965811256,4.854220508899328,5.329845601376179
rf_NGG6_60_mtf_1h.pkl,rf_NGG6_15_mtf_15min.pkl,NGG6,38,20,18,52.63157894736842,2442.8673361412184,24.428673361412184,223.7085174243801,-112.85016735257653,2.2026109946636883,4.854220510597231,5.329845595527886
quad_ensemble_NGG6_60_mtf_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,38,20,18,52.63157894736842,2425.9083447705016,24.259083447705017,220.1664381338678,-109.85668988371407,2.226804539288809,4.688795366245976,5.375853054970725
quad_ensemble_NGG6_60_mtf_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,38,20,18,52.63157894736842,2425.908344666288,24.25908344666288,220.16643814301887,-109.8566898996718,2.2268045390579005,4.688795366286648,5.375853054468616
rf_NGG6_60_mtf_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,35,19,16,54.285714285714285,2423.2092060904833,24.232092060904833,222.5462649171233,-112.82311420842882,2.3423718751537574,4.6884986058979194,5.721012070613091
rf_NGG6_60_mtf_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,35,19,16,54.285714285714285,2423.2092060904833,24.232092060904833,222.5462649171233,-112.82311420842882,2.3423718751537574,4.6884986058979194,5.721012070613091
triple_ensemble_NGG6_60_mtf_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,34,19,15,55.88235294117647,2412.1648751419852,24.12164875141985,211.94001776706568,-107.6463641621508,2.493882240499068,2.7382015759230156,6.353046154793955
triple_ensemble_NGG6_60_mtf_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,34,19,15,55.88235294117647,2412.1648751419852,24.12164875141985,211.94001776706568,-107.6463641621508,2.493882240499068,2.7382015759230156,6.353046154793955
triple_ensemble_NGG6_60_mtf_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,34,19,15,55.88235294117647,2412.1648751419852,24.12164875141985,211.94001776706568,-107.6463641621508,2.493882240499068,2.7382015759230156,6.353046154793955
triple_ensemble_NGG6_60_mtf_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,34,19,15,55.88235294117647,2412.1648751419852,24.12164875141985,211.94001776706568,-107.6463641621508,2.493882240499068,2.7382015759230156,6.353046154793955
rf_NGG6_60_mtf_1h.pkl,rf_NGG6_15_15min.pkl,NGG6,37,19,18,51.35135135135135,2392.2809556046523,23.922809556046523,231.41660855302135,-111.36858927237499,2.193375065643927,4.854220510597231,5.293651686515058
rf_NGG6_60_mtf_1h.pkl,rf_NGG6_15_15min.pkl,NGG6,37,19,18,51.35135135135135,2392.2809556046523,23.922809556046523,231.41660855302135,-111.36858927237499,2.193375065643927,4.854220510597231,5.293651686515058
rf_NGG6_60_mtf_1h.pkl,triple_ensemble_NGG6_15_mtf_15min.pkl,NGG6,34,18,16,52.94117647058824,2376.838640419952,23.768386404199518,232.0723873941371,-112.52902079215752,2.320125368376082,3.4310295777710977,5.679914861385678
rf_NGG6_60_mtf_1h.pkl,triple_ensemble_NGG6_15_mtf_15min.pkl,NGG6,34,18,16,52.94117647058824,2376.838640419952,23.768386404199518,232.0723873941371,-112.52902079215752,2.320125368376082,3.4310295777710977,5.679914861385678
rf_NGG6_60_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,37,19,18,51.35135135135135,2366.521817576706,23.66521817576706,228.7077908909717,-109.94034496398629,2.1958615770478485,4.689440074134151,5.31253572167879
rf_NGG6_60_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,37,19,18,51.35135135135135,2366.521817532701,23.665218175327006,228.70779088627182,-109.94034496147053,2.195861577052972,4.68944007415491,5.312535721655703
rf_NGG6_60_mtf_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,38,20,18,52.63157894736842,2332.7137274030174,23.327137274030175,215.64527159872114,-110.01065025396696,2.178024189283185,3.516384364159015,5.411836812981864
rf_NGG6_60_mtf_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,38,20,18,52.63157894736842,2332.7137274030174,23.327137274030175,215.64527159872114,-110.01065025396696,2.178024189283185,3.516384364159015,5.411836812981864
quad_ensemble_NGG6_60_mtf_1h.pkl,rf_NGG6_15_mtf_15min.pkl,NGG6,41,21,20,51.21951219512195,2326.6910246534244,23.266910246534245,217.87978811677417,-112.43922628994123,2.0346438255692516,4.970428670048188,4.834795463968309
quad_ensemble_NGG6_60_mtf_1h.pkl,rf_NGG6_15_mtf_15min.pkl,NGG6,41,21,20,51.21951219512195,2326.6910246534244,23.266910246534245,217.87978811677417,-112.43922628994123,2.0346438255692516,4.970428670048188,4.834795463968309
triple_ensemble_NGG6_60_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,33,18,15,54.54545454545454,2325.976039141986,23.25976039141986,218.92619453190267,-107.6463641621508,2.440504474842768,2.7382015759230156,6.225308294296611
triple_ensemble_NGG6_60_1h.pkl,ensemble_NGG6_15_mtf_15min.pkl,NGG6,33,18,15,54.54545454545454,2325.976039141986,23.25976039141986,218.92619453190267,-107.6463641621508,2.440504474842768,2.7382015759230156,6.225308294296611
ensemble_NGG6_60_mtf_1h.pkl,rf_NGG6_15_mtf_15min.pkl,NGG6,42,21,21,50.0,2289.2938608039367,22.89293860803937,218.1759239024884,-109.16193053087197,1.9986447916545989,4.970428670048188,4.688753982601591
ensemble_NGG6_60_mtf_1h.pkl,rf_NGG6_15_mtf_15min.pkl,NGG6,42,21,21,50.0,2289.2938608039367,22.89293860803937,218.1759239024884,-109.16193053087197,1.9986447916545989,4.970428670048188,4.688753982601591
ensemble_NGG6_60_mtf_1h.pkl,rf_NGG6_15_mtf_15min.pkl,NGG6,42,21,21,50.0,2289.2938608039367,22.89293860803937,218.1759239024884,-109.16193053087197,1.9986447916545989,4.970428670048188,4.688753982601591
ensemble_NGG6_60_mtf_1h.pkl,rf_NGG6_15_mtf_15min.pkl,NGG6,42,21,21,50.0,2289.2938608039367,22.89293860803937,218.1759239024884,-109.16193053087197,1.9986447916545989,4.970428670048188,4.688753982601591
rf_NGG6_60_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,35,18,17,51.42857142857142,2239.2769839449047,22.39276983944905,229.62543650894588,-111.41063960094858,2.1823123536313402,4.744568274355769,5.255012409245655
rf_NGG6_60_1h.pkl,quad_ensemble_NGG6_15_15min.pkl,NGG6,35,18,17,51.42857142857142,2239.276983881804,22.39276983881804,229.62543650183437,-111.4106395971302,2.182312353638549,4.744568274386245,5.255012409208572
rf_NGG6_60_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,35,18,17,51.42857142857142,2239.276983755861,22.392769837558607,229.62543648763827,-111.41063958950748,2.1823123536529465,4.744568274447005,5.255012409134567
rf_NGG6_60_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,35,18,17,51.42857142857142,2239.276983755861,22.392769837558607,229.62543648763827,-111.41063958950748,2.1823123536529465,4.744568274447005,5.255012409134567
rf_NGG6_60_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,35,18,17,51.42857142857142,2239.27698309492,22.3927698309492,229.62543641313792,-111.41063954950381,2.1823123537285025,4.74456827476587,5.255012408746184
rf_NGG6_60_1h.pkl,triple_ensemble_NGG6_15_15min.pkl,NGG6,35,18,17,51.42857142857142,2239.27698309492,22.3927698309492,229.62543641313792,-111.41063954950381,2.1823123537285025,4.74456827476587,5.255012408746184
ensemble_NGG6_60_mtf_1h.pkl,rf_NGG6_15_15min.pkl,NGG6,41,20,21,48.78048780487805,2206.9822026453585,22.069822026453583,225.22198079860306,-109.40273396793819,1.9606194177282552,4.970428670048188,4.561321214644943
ensemble_NGG6_60_mtf_1h.pkl,rf_NGG6_15_15min.pkl,NGG6,41,20,21,48.78048780487805,2206.9822026453585,22.069822026453583,225.22198079860306,-109.40273396793819,1.9606194177282552,4.970428670048188,4.561321214644943
